mof name, num atoms with OMS, all metal atoms with open site(s)
APETAS_clean.cif, 2, Cd5 Cd6
APUPEH_clean.cif, 7, Cu1 Cu2 Cu3 Cu5 Cu7 Cu9 Cu11
AQAJEI_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
AQALIO_clean.cif, 8, Eu2 Eu4 Eu6 Eu8 Sr1 Sr2 Sr3 Sr4
AQALOU_clean.cif, 8, Sr1 Sr2 Sr3 Sr4 Gd2 Gd4 Gd6 Gd8
AQEFUY_clean.cif, 20, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16 Ag17 Ag18 Ag19 Ag20
AQEQES_clean.cif, no open metal sites detected
AQEQIW_clean.cif, no open metal sites detected
AQETIA_clean.cif, 8, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8
AQETUM_clean.cif, 8, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8
AQIQAU_clean.cif, 8, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8
AQIXUV_clean.cif, 3, Ni1 Ni2 Ni3
AQMAND01_clean.cif, no open metal sites detected
AQMAND_clean.cif, no open metal sites detected
AQODOA_clean.cif, 4, Ag1 Ag2 Ag3 Ag4
AQOLEZ_clean.cif, 12, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12
AQOLID_clean.cif, 96, Co193 Co194 Co195 Co196 Co197 Co198 Co199 Co200 Co201 Co202 Co203 Co204 Co205 Co206 Co207 Co208 Co209 Co210 Co211 Co212 Co213 Co214 Co215 Co216 Co217 Co218 Co219 Co220 Co221 Co222 Co223 Co224 Co225 Co226 Co227 Co228 Co229 Co230 Co231 Co232 Co233 Co234 Co235 Co236 Co237 Co238 Co239 Co240 Co241 Co242 Co243 Co244 Co245 Co246 Co247 Co248 Co249 Co250 Co251 Co252 Co253 Co254 Co255 Co256 Co257 Co258 Co259 Co260 Co261 Co262 Co263 Co264 Co265 Co266 Co267 Co268 Co269 Co270 Co271 Co272 Co273 Co274 Co275 Co276 Co277 Co278 Co279 Co280 Co281 Co282 Co283 Co284 Co285 Co286 Co287 Co288
AQOLUP_clean.cif, 96, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12 Co13 Co14 Co15 Co16 Co17 Co18 Co19 Co20 Co21 Co22 Co23 Co24 Co25 Co26 Co27 Co28 Co29 Co30 Co31 Co32 Co33 Co34 Co35 Co36 Co37 Co38 Co39 Co40 Co41 Co42 Co43 Co44 Co45 Co46 Co47 Co48 Co49 Co50 Co51 Co52 Co53 Co54 Co55 Co56 Co57 Co58 Co59 Co60 Co61 Co62 Co63 Co64 Co65 Co66 Co67 Co68 Co69 Co70 Co71 Co72 Co73 Co74 Co75 Co76 Co77 Co78 Co79 Co80 Co81 Co82 Co83 Co84 Co85 Co86 Co87 Co88 Co89 Co90 Co91 Co92 Co93 Co94 Co95 Co96
AQOMAW_clean.cif, 36, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12 Co13 Co14 Co15 Co16 Co17 Co18 Co19 Co20 Co21 Co22 Co23 Co24 Co25 Co26 Co27 Co28 Co29 Co30 Co31 Co32 Co33 Co34 Co35 Co36
AQOMEA01_clean.cif, 96, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12 Co13 Co14 Co15 Co16 Co17 Co18 Co19 Co20 Co21 Co22 Co23 Co24 Co25 Co26 Co27 Co28 Co29 Co30 Co31 Co32 Co33 Co34 Co35 Co36 Co37 Co38 Co39 Co40 Co41 Co42 Co43 Co44 Co45 Co46 Co47 Co48 Co49 Co50 Co51 Co52 Co53 Co54 Co55 Co56 Co57 Co58 Co59 Co60 Co61 Co62 Co63 Co64 Co65 Co66 Co67 Co68 Co69 Co70 Co71 Co72 Co73 Co74 Co75 Co76 Co77 Co78 Co79 Co80 Co81 Co82 Co83 Co84 Co85 Co86 Co87 Co88 Co89 Co90 Co91 Co92 Co93 Co94 Co95 Co96
AQOMEA_clean.cif, 96, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12 Co13 Co14 Co15 Co16 Co17 Co18 Co19 Co20 Co21 Co22 Co23 Co24 Co25 Co26 Co27 Co28 Co29 Co30 Co31 Co32 Co33 Co34 Co35 Co36 Co37 Co38 Co39 Co40 Co41 Co42 Co43 Co44 Co45 Co46 Co47 Co48 Co49 Co50 Co51 Co52 Co53 Co54 Co55 Co56 Co57 Co58 Co59 Co60 Co61 Co62 Co63 Co64 Co65 Co66 Co67 Co68 Co69 Co70 Co71 Co72 Co73 Co74 Co75 Co76 Co77 Co78 Co79 Co80 Co81 Co82 Co83 Co84 Co85 Co86 Co87 Co88 Co89 Co90 Co91 Co92 Co93 Co94 Co95 Co96
AQOSEG_clean.cif, 32, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32
AQUCOF_clean.cif, 12, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12
AQUCOG_clean.cif, 18, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8 Ni9 Ni10 Ni11 Ni12 Ni13 Ni14 Ni15 Ni16 Ni17 Ni18
AQUCUM_clean.cif, 18, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8 Ni9 Ni10 Ni11 Ni12 Ni13 Ni14 Ni15 Ni16 Ni17 Ni18
AQUDAS_clean.cif, 12, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12
AQUDAT_clean.cif, 8, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
AQUDEX_clean.cif, 8, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
AQUDIB_clean.cif, 18, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8 Ni9 Ni10 Ni11 Ni12 Ni13 Ni14 Ni15 Ni16 Ni17 Ni18
AQUDOH_clean.cif, 8, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
ARADEE_clean.cif, 11, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd9 Cd11 Cd12
ARAFEF_clean.cif, 4, Cu1 Cu2 Cu3 Cu4
ARAFIJ_clean.cif, 4, Cu1 Cu2 Cu3 Cu4
ARAFOP_clean.cif, 4, Cu1 Cu2 Cu3 Cu4
ARAGOR_clean.cif, 16, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Ca1 Ca2 Ca3 Ca4 Ca5 Ca6 Ca7 Ca8
ARAHIM01_clean.cif, no open metal sites detected
ARAHIM02_clean.cif, no open metal sites detected
ARAHIM_clean.cif, no open metal sites detected
ARINOF_clean.cif, no open metal sites detected
ARINUL_clean.cif, no open metal sites detected
AROFAP_clean.cif, 4, Cd1 Cd4 Cd5 Cd6
AROFET_clean.cif, 2, Cd1 Cd3
ARUCOH01_clean.cif, no open metal sites detected
ARUCUN_clean.cif, 2, Co1 Co2
ARUDAU_clean.cif, 2, Co1 Co2
ARUJED_clean.cif, no open metal sites detected
ARUYES_clean.cif, 8, Na1 Na2 Na3 Na4 Bi1 Bi2 Bi3 Bi4
ARUYOB_clean.cif, no open metal sites detected
ARUYUH01_clean.cif, no open metal sites detected
ARUYUH_clean.cif, no open metal sites detected
ASACON_clean.cif, 12, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn13 Zn14 Zn15 Zn16
ASADAA_clean.cif, no open metal sites detected
ASAHEJ_clean.cif, 2, U9 U10
ASAJOU_clean.cif, 4, Ni2 Ni4 Ni6 Ni8
ASALAH_clean.cif, 4, Zn1 Zn2 Zn3 Zn4
ASALIP_clean.cif, 4, Zn1 Zn2 Zn3 Zn4
ASALOV_clean.cif, no open metal sites detected
ASAMUE_clean.cif, 24, Th1 Th2 Th3 Th4 Th5 Th6 Th7 Th8 Th9 Th10 Th11 Th12 Th13 Th14 Th15 Th16 Th17 Th18 Th19 Th20 Th21 Th22 Th23 Th24
ASECUY_clean.cif, no open metal sites detected
ASEJOZ01_clean.cif, 12, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12
ASEJOZ_clean.cif, 12, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12
ASINAT_clean.cif, 2, Zn2 Zn5
ASINEX_clean.cif, 48, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24 Zn25 Zn26 Zn27 Zn28 Zn29 Zn30 Zn31 Zn32 Zn33 Zn34 Zn35 Zn36 Zn37 Zn38 Zn39 Zn40 Zn41 Zn42 Zn43 Zn44 Zn45 Zn46 Zn47 Zn48
ASINIB_clean.cif, 48, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Cu43 Cu44 Cu45 Cu46 Cu47 Cu48
ASIQEA_clean.cif, 4, Cu1 Cu2 Cu3 Cu4
ASIQIE_clean.cif, 4, Cu1 Cu2 Cu3 Cu4
ASIRUR_clean.cif, 4, Mn1 Mn2 Mn3 Mn4
ASIVAB_clean.cif, 24, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24
ASOHUL_clean.cif, no open metal sites detected
ASOSUY_clean.cif, 12, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12
ASOVEL_clean.cif, 4, Ca1 Ca2 Ca3 Ca4
ASOYOY_clean.cif, 8, Cd2 Cd4 Cd6 Cd8 Cd10 Cd12 Cd14 Cd16
ASUBIB_clean.cif, 2, Eu1 Eu3
ASUJIJ_clean.cif, no open metal sites detected
ASUKEE01_clean.cif, 32, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32
ASUKEE_clean.cif, 32, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32
ASUWUI_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
ATAFIK_clean.cif, 8, Zn1 Zn3 Zn5 Zn7 Zn9 Zn11 Zn13 Zn15
ATAYAX_clean.cif, 12, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12
ATAYEB_clean.cif, 12, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12
ATEXII_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
ATEYED_clean.cif, 4, Co1 Co2 Co3 Co4
ATEYOP_clean.cif, 24, Gd1 Gd2 Gd3 Gd4 Gd5 Gd6 Gd7 Gd8 Gd9 Gd10 Gd11 Gd12 Gd13 Gd14 Gd15 Gd16 Gd17 Gd18 Gd19 Gd20 Gd21 Gd22 Gd23 Gd24
ATEYUV_clean.cif, 24, Ho1 Ho2 Ho3 Ho4 Ho5 Ho6 Ho7 Ho8 Ho9 Ho10 Ho11 Ho12 Ho13 Ho14 Ho15 Ho16 Ho17 Ho18 Ho19 Ho20 Ho21 Ho22 Ho23 Ho24
ATEZAC_clean.cif, 12, Er1 Er2 Er3 Er4 Er5 Er6 Er7 Er8 Er9 Er10 Er11 Er12
ATIBAG_clean.cif, no open metal sites detected
ATIBIO_clean.cif, no open metal sites detected
ATIBOU01_clean.cif, no open metal sites detected
ATIBOU02_clean.cif, no open metal sites detected
ATIBOU_clean.cif, no open metal sites detected
ATIBUA_clean.cif, no open metal sites detected
ATICAH_clean.cif, no open metal sites detected
ATICEL_clean.cif, no open metal sites detected
ATIJUJ_manual.cif, 6, Co1 Co2 Co3 Co4 Co5 Co6
ATIRUS_clean.cif, 8, Tb1 Tb2 Tb3 Tb4 Tb5 Tb6 Tb7 Tb8
ATIXAE_clean.cif, no open metal sites detected
ATIXUX_clean.cif, 8, Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12
ATOGEV_clean.cif, no open metal sites detected
ATOWIQ_clean.cif, no open metal sites detected
ATOWOW_clean.cif, no open metal sites detected
ATULIM_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
ATUXIY_clean.cif, 8, Eu1 Eu2 Eu3 Eu4 Eu5 Eu6 Eu7 Eu8
ATUXOE_clean.cif, 8, Eu1 Eu2 K1 K2 Eu3 Eu4 K3 K4
ATUXUK_clean.cif, 8, Tb1 Tb2 K1 K2 Tb3 Tb4 K3 K4
ATUYAR_clean.cif, 8, Gd1 Gd2 K1 K2 Gd3 Gd4 K3 K4
AVAGIP_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
AVAGOV_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
AVAGUB_clean.cif, 8, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8
AVAJUE_clean.cif, 48, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Cu43 Cu44 Cu45 Cu46 Cu47 Cu48
AVAKAL_clean.cif, 11, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu8 Cu9 Cu10 Cu11 Cu12
AVAKEP_clean.cif, 10, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu10 Cu11 Cu12
AVALEO_clean.cif, 4, Gd1 Gd2 Gd3 Gd4
AVAQIX01_clean.cif, 8, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8
AVAQIX_clean.cif, 8, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8
AVEHAM_clean.cif, no open metal sites detected
AVELOD_clean.cif, 8, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
AVELUJ_clean.cif, 8, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8
AVEMAQ_clean.cif, 8, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8
AVEQID_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
AVESAW_clean.cif, 6, Cd1 Cd4 Cd5 Cd8 Cd9 Cd10
AVESOL_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
AVESUR_clean.cif, 16, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12 Cd13 Cd14 Cd15 Cd16
AVETEC_clean.cif, 8, Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12
AVEVEE_clean.cif, no open metal sites detected
AVIHIY_clean.cif, 4, Ho1 Ho2 Ho3 Ho4
AVIHOE_clean.cif, 4, Tm1 Tm2 Tm3 Tm4
AVILEY_clean.cif, 48, Hf1 Hf2 Hf3 Hf4 Hf5 Hf6 Hf7 Hf8 Hf9 Hf10 Hf11 Hf12 Hf13 Hf14 Hf15 Hf16 Hf17 Hf18 Hf19 Hf20 Hf21 Hf22 Hf23 Hf24 Hf25 Hf26 Hf27 Hf28 Hf29 Hf30 Hf31 Hf32 Hf33 Hf34 Hf35 Hf36 Hf37 Hf38 Hf39 Hf40 Hf41 Hf42 Hf43 Hf44 Hf45 Hf46 Hf47 Hf48
AVIMIC_clean.cif, no open metal sites detected
AVIMOI_clean.cif, 4, Zn1 Zn3 Zn5 Zn7
AVIMUO_clean.cif, 8, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8
AVIPAX_clean.cif, 8, Mg1 Mg3 Mg4 Mg6 Mg7 Mg9 Mg10 Mg12
AVIPOL_clean.cif, 4, Mg1 Mg3 Mg5 Mg7
AVITUU_clean.cif, no open metal sites detected
AVIVAC_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
AVIVEG_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
AVIVIK_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
AVIVOQ_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
AVIVUW_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
AVOSIO_charged.cif, 6, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6
AVUCEA_clean.cif, 36, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12 Co13 Co14 Co15 Co16 Co17 Co18 Co19 Co20 Co21 Co22 Co23 Co24 Co25 Co26 Co27 Co28 Co29 Co30 Co31 Co32 Co33 Co34 Co35 Co36
AVUDAX_clean.cif, 6, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6
AVUJIL_clean.cif, no open metal sites detected
AVUPIR_SL.cif, no open metal sites detected
AWAGEL_clean.cif, 4, Cd1 Cd2 Cd3 Cd4
AWAGOV_clean.cif, 8, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8
AWAHAI_clean.cif, 38, U25 U26 U27 U28 U29 U30 U31 U32 U33 U34 U35 U36 U37 U38 U39 U40 U41 U42 U43 U44 U45 U46 U47 U48 Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8 Mn13 Mn14 Mn15 Mn16 Mn17 Mn18
AWAHEM_clean.cif, 2, Mn2 Mn4
AWAJIT_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
AWAKEQ_clean.cif, 4, Cd1 Cd2 Cd3 Cd4
AWAREV_clean.cif, no open metal sites detected
AWARIZ_clean.cif, no open metal sites detected
AWASAU_clean.cif, 14, Pr1 Cu1 Cu3 Cu4 Cu5 Cu7 Cu8 Pr3 Cu9 Cu11 Cu12 Cu13 Cu15 Cu16
AWASEY_clean.cif, 56, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Pr9 Cu43 Cu44 Pr10 Cu45 Cu46 Pr11 Cu47 Cu48 Pr12 K1 K2 K3 K4
AWASOI_clean.cif, 44, Pr1 Pr2 Pr3 Cu1 Cu2 Cu3 Cu5 Cu6 Cu7 Cu9 Cu10 Cu11 Pr4 Pr5 Pr6 Cu13 Cu17 Cu18 Cu19 Cu21 Cu22 Cu23 Pr7 Pr8 Pr9 Cu25 Cu26 Cu27 Cu29 Cu30 Cu31 Cu33 Cu34 Cu35 Pr10 Pr11 Pr12 Cu37 Cu41 Cu42 Cu43 Cu45 Cu46 Cu47
AWAWUR_clean.cif, 18, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12 Co13 Co14 Co15 Co16 Co17 Co18
AWEBIO_charged.cif, no open metal sites detected
AWEDOW_charged.cif, no open metal sites detected
AWEDUC_charged.cif, 4, Zn1 Zn2 Zn3 Zn4
AWEGEP_clean.cif, 24, Cs1 Cs2 Cs3 Cs4 Cs5 Cs6 Cs7 Cs8 Cs9 Cs10 Cs11 Cs12 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11 U12
AWEJIW_clean.cif, 4, Cd2 Cd3 Cd5 Cd6
AWEVIJ_clean.cif, 16, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16
AWEZOS01_clean.cif, 68, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Cu43 Cu44 Cu45 Cu46 Cu47 Cu48 Cu49 Cu50 Cu51 Cu52 Cu53 Cu54 Cu55 Cu56 Cu57 Cu58 Cu59 Cu60 Cu61 Cu62 Cu63 Cu64 Cu65 Cu66 Cu67 Cu68
AWEZOS_clean.cif, 68, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Cu43 Cu44 Cu45 Cu46 Cu47 Cu48 Cu49 Cu50 Cu51 Cu52 Cu53 Cu54 Cu55 Cu56 Cu57 Cu58 Cu59 Cu60 Cu61 Cu62 Cu63 Cu64 Cu65 Cu66 Cu67 Cu68
AWIBAK_clean.cif, 68, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Cu43 Cu44 Cu45 Cu46 Cu47 Cu48 Cu49 Cu50 Cu51 Cu52 Cu53 Cu54 Cu55 Cu56 Cu57 Cu58 Cu59 Cu60 Cu61 Cu62 Cu63 Cu64 Cu65 Cu66 Cu67 Cu68
AWIBAL_clean.cif, 2, Lu1 Lu2
AWIBEO_clean.cif, 68, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Cu43 Cu44 Cu45 Cu46 Cu47 Cu48 Cu49 Cu50 Cu51 Cu52 Cu53 Cu54 Cu55 Cu56 Cu57 Cu58 Cu59 Cu60 Cu61 Cu62 Cu63 Cu64 Cu65 Cu66 Cu67 Cu68
AWIBIS_clean.cif, 68, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24 Cu25 Cu26 Cu27 Cu28 Cu29 Cu30 Cu31 Cu32 Cu33 Cu34 Cu35 Cu36 Cu37 Cu38 Cu39 Cu40 Cu41 Cu42 Cu43 Cu44 Cu45 Cu46 Cu47 Cu48 Cu49 Cu50 Cu51 Cu52 Cu53 Cu54 Cu55 Cu56 Cu57 Cu58 Cu59 Cu60 Cu61 Cu62 Cu63 Cu64 Cu65 Cu66 Cu67 Cu68
AWOFOI_clean.cif, 4, Ce1 Ce2 Ce3 Ce4
AWUPAL_clean.cif, 2, Fe1 Fe2
AXAFAG_clean.cif, 8, U3 U4 U9 U10 U15 U16 U21 U22
AXAQAT_clean.cif, 4, Ag1 Ag2 Ag3 Ag4
AXAWUT_clean.cif, 8, Ce1 Ce2 Ce3 Ce4 Ce5 Ce6 Ce7 Ce8
AXIMUP_clean.cif, 4, La1 La2 La3 La4
AXINAX01_clean.cif, 20, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12 Co13 Co14 Co15 Co16 Co17 Co18 Co19 Co20
AXINEA_clean.cif, no open metal sites detected
AXINIF_clean.cif, 12, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8 Co9 Co10 Co11 Co12
AXIPEE01_clean.cif, 16, Au1 Au2 Au3 Au4 Au5 Au6 Au7 Au8 Au9 Au10 Au11 Au12 Au13 Au14 Au15 Au16
AXIPEE02_clean.cif, 48, Au1 Au2 Au3 Au4 Au5 Au6 Au7 Au8 Au9 Au10 Au11 Au12 Au13 Au14 Au15 Au16 Au17 Au18 Au19 Au20 Au21 Au22 Au23 Au24 Au25 Au26 Au27 Au28 Au29 Au30 Au31 Au32 Au33 Au34 Au35 Au36 Au37 Au38 Au39 Au40 Au41 Au42 Au43 Au44 Au45 Au46 Au47 Au48
AXIPEE03_clean.cif, 16, Au1 Au2 Au3 Au4 Au5 Au6 Au7 Au8 Au9 Au10 Au11 Au12 Au13 Au14 Au15 Au16
AXIPEE_clean.cif, 16, Au1 Au2 Au3 Au4 Au5 Au6 Au7 Au8 Au9 Au10 Au11 Au12 Au13 Au14 Au15 Au16
